song_id,album_id,title,number,duration,plays,danceability,energy,valence,tempo,key_mode,explicit
1OYARuagDrpgNNQ4loO1Cs,1KlU96Hw9nlvqpBPlSqcTV,We Are Never Ever Getting Back Together,8,192,520423633,0.628,0.676,0.75,86,G major,0
1x0J8LFX23d5h1zzuzZorc,1KlU96Hw9nlvqpBPlSqcTV,Stay Stay Stay,9,205,51720497,0.729,0.748,0.928,100,C major,0
7vvIpJZye5cRR6De1LKM0m,1KlU96Hw9nlvqpBPlSqcTV,The Last Time,10,298,60097894,0.505,0.443,0.123,94,D major,0
5d2Kn9oAAh9S2EbyCo1i52,1KlU96Hw9nlvqpBPlSqcTV,Holy Ground,11,202,49528882,0.627,0.816,0.648,157,E major,0
5QKhg4r4Ibt0LVTmWEXTEg,1KlU96Hw9nlvqpBPlSqcTV,Sad Beautiful Tragic,12,284,36263716,0.624,0.34,0.261,130,G major,0
2wtHlpYSgC7xEdD3DrSHNL,1KlU96Hw9nlvqpBPlSqcTV,The Lucky One,13,240,39905909,0.706,0.499,0.545,118,E major,0
7gdwoOmi258QJq0hmQ4hto,1KlU96Hw9nlvqpBPlSqcTV,Everything Has Changed,14,244,234249151,0.624,0.458,0.436,80,F# major,0
0vqI4ZIMuifeKeItGiWbPj,1KlU96Hw9nlvqpBPlSqcTV,Starlight,15,218,39446915,0.649,0.777,0.587,126,A major,0
48A0aShHlovDfTMucMrE66,1KlU96Hw9nlvqpBPlSqcTV,Begin Again,16,238,106713209,0.53,0.526,0.323,79,G major,0
5AsmAjBSSQjRPWgAYIp8tm,1KlU96Hw9nlvqpBPlSqcTV,The Moment I Knew,17,286,26692832,0.62,0.506,0.275,126,G major,0
4qyalTRMRH5YuEntvvMvq0,1KlU96Hw9nlvqpBPlSqcTV,Come Back...Be Here,18,223,37874039,0.483,0.548,0.217,80,E major,0
6cf6rLb8qcklvJv90W6HCW,1KlU96Hw9nlvqpBPlSqcTV,Girl At Home,19,220,21165194,0.733,0.59,0.633,125,F major,0
7BT9K9BDqq6HI2oWH5UMZQ,1KlU96Hw9nlvqpBPlSqcTV,Treacherous - Original Demo Recording,20,240,15341632,0.828,0.64,0.519,110,D major,0
4mqgn90sCeVSYqcoftTQTd,1KlU96Hw9nlvqpBPlSqcTV,Red - Original Demo Recording,21,226,16125556,0.678,0.902,0.637,125,C# minor,0
5G9AVKld9q7DCrmoY42raf,1KlU96Hw9nlvqpBPlSqcTV,State Of Grace - Acoustic,22,323,21920031,0.626,0.118,0.0682,106,G major,0
6LZaxlycSWrJZ4Volb25qx,5EpMjweRD573ASl7uNiHym,Mine,1,231,160908169,0.624,0.757,0.658,121,G major,0
1q8E1FfFuhd12c5JcJwPxQ,5EpMjweRD573ASl7uNiHym,Sparks Fly,2,261,119581662,0.605,0.787,0.374,115,F major,0
7lxADouiWFkwR7ZV2GKUcH,5EpMjweRD573ASl7uNiHym,Back To December,3,293,244027781,0.529,0.67,0.286,142,D major,0
1nYWTzy5zu3zEPNgB1sItW,5EpMjweRD573ASl7uNiHym,Speak Now,4,241,83339515,0.709,0.599,0.735,119,G major,0
1ubvV5ECkm6nSI6g1HmbBK,5EpMjweRD573ASl7uNiHym,Dear John,5,404,92848771,0.589,0.47,0.102,119,E major,0
4N60XfcTE1ysLZGbYgnYXq,5EpMjweRD573ASl7uNiHym,Mean,6,238,169540372,0.568,0.761,0.789,164,E major,0
19tHCfzUSoy5HkpxcmbA0A,5EpMjweRD573ASl7uNiHym,The Story Of Us,7,266,108726218,0.543,0.818,0.683,140,E major,0
74WBGgUnpKrJXt6TETfR6Z,5EpMjweRD573ASl7uNiHym,Never Grow Up,8,290,59747836,0.714,0.305,0.554,125,D major,0
14LtANuaslKWyYbktUrHBU,5EpMjweRD573ASl7uNiHym,Enchanted,9,352,381363239,0.455,0.623,0.208,164,G# major,0
1By2VQkUN0Frd8mKNV5NYC,5EpMjweRD573ASl7uNiHym,Better Than Revenge,10,217,114612111,0.516,0.917,0.635,146,B minor,0
3kfgJql90tzgoxByioAMXR,5EpMjweRD573ASl7uNiHym,Innocent,11,302,35542321,0.552,0.608,0.17,134,C# minor,0
11UaQaEp2LvdspTyyuE3ur,5EpMjweRD573ASl7uNiHym,Haunted,12,242,62388892,0.436,0.95,0.352,162,F major,0
1D27z8xNzjW0Mwwt1NCWhJ,5EpMjweRD573ASl7uNiHym,Last Kiss,13,367,81339086,0.371,0.341,0.196,89,A# major,0
7DjCRhhFo9PPzca1BjMLcf,5EpMjweRD573ASl7uNiHym,Long Live,14,317,63954761,0.418,0.68,0.142,204,G major,0
1EQn3Uc5AyUXoiPLeyCrrg,5EpMjweRD573ASl7uNiHym,Ours,15,238,54848691,0.608,0.569,0.238,160,C major,0
0vvt4IZOMkRug195S4MUq0,5EpMjweRD573ASl7uNiHym,If This Was A Movie,16,235,31709663,0.511,0.719,0.289,148,E major,0
2R7C9dDqv1UPycvepBFziA,5EpMjweRD573ASl7uNiHym,Superman,17,276,18101751,0.582,0.765,0.559,132,G major,0
6IH2Z54gYPLqgJtxZjX80i,5EpMjweRD573ASl7uNiHym,Back To December - Acoustic,18,293,63614792,0.541,0.453,0.377,142,D major,0
62rlxI6g2PNaWsHoiRryto,5EpMjweRD573ASl7uNiHym,Haunted - Acoustic Version,19,218,16478234,0.563,0.443,0.313,81,F major,0
0fAbfDiuQiUwV7FUcFfRGY,5EpMjweRD573ASl7uNiHym,Mine - POP Mix,20,230,39953409,0.695,0.723,0.679,121,G major,0
08gavXombT6KR0af88i9tA,43OpbkiiIxJO8ktIB777Nn,Jump Then Fall,1,237,22066646,0.618,0.687,0.82,80,D major,0
2IZ00ed83ygPIiacYScWUE,43OpbkiiIxJO8ktIB777Nn,Untouchable,2,311,18886740,0.419,0.454,0.288,200,F major,0
46HGgtwmmuEB8mvDCyjyAc,43OpbkiiIxJO8ktIB777Nn,Forever & Always - Piano Version,3,268,24270365,0.592,0.16,0.294,119,A major,0
4pl5zcqCv4vc3cB7M4MZ6f,43OpbkiiIxJO8ktIB777Nn,Come In With The Rain,4,238,14159276,0.527,0.475,0.224,144,D major,0
14Bljc3pOOG0xQX3wqhLN9,43OpbkiiIxJO8ktIB777Nn,SuperStar,5,261,11748102,0.61,0.531,0.228,86,D major,0
0xvsgzM8AtBtRHZm5rav8A,43OpbkiiIxJO8ktIB777Nn,The Other Side Of The Door,6,238,12545001,0.476,0.816,0.469,164,E major,0
3F6czr26ZwGU5O5CHY04Ma,43OpbkiiIxJO8ktIB777Nn,Fearless,7,242,90326373,0.598,0.714,0.467,100,F major,0
3M0w3fhdXByHLCNAoi5c9G,43OpbkiiIxJO8ktIB777Nn,Fifteen,8,294,94422976,0.559,0.636,0.214,95,G major,0
0kN3oXYWWAk1uC0y2WoyOE,43OpbkiiIxJO8ktIB777Nn,Love Story,9,235,639407309,0.618,0.736,0.307,119,D major,0
6wcFdMmiDscAhZJrcVFumx,43OpbkiiIxJO8ktIB777Nn,Hey Stephen,10,254,42080753,0.843,0.553,0.825,116,F# major,0
4jPtq9shRdUv8Zjr0a5xkD,43OpbkiiIxJO8ktIB777Nn,White Horse,11,234,96010789,0.585,0.346,0.195,93,C major,0
3as6Wz3mwbTnusWhZjTUNr,43OpbkiiIxJO8ktIB777Nn,You Belong With Me,12,231,454057615,0.687,0.771,0.445,130,F# major,0
6S9G7J3EB1ZY0rrZPwsBg5,43OpbkiiIxJO8ktIB777Nn,Breathe,13,264,60493496,0.498,0.486,0.17,148,C# major,0
4XrP7vKBjKLEYlRZdb0Ygr,43OpbkiiIxJO8ktIB777Nn,Tell Me Why,14,201,26836697,0.601,0.852,0.513,100,G major,0
6HWYtS215rxaaMjvpyG18W,43OpbkiiIxJO8ktIB777Nn,You're Not Sorry,15,262,40380964,0.459,0.459,0.281,134,F# major,0
77VotUUL79U10TAnYdqwvr,43OpbkiiIxJO8ktIB777Nn,The Way I Loved You,16,244,55831953,0.436,0.712,0.379,161,F major,0
1zxrcAk6eiytfavqriMcKT,43OpbkiiIxJO8ktIB777Nn,Forever & Always,17,225,46116820,0.605,0.829,0.514,128,A# major,0
5YbZZ2gYfvW1UvHHF4pVaD,43OpbkiiIxJO8ktIB777Nn,The Best Day,18,245,33371823,0.664,0.447,0.364,126,C# major,0
0RdcBnAXyH2YZZvcBVu2k6,43OpbkiiIxJO8ktIB777Nn,Change,19,280,22914972,0.548,0.756,0.224,96,F major,0
0Om9WAB5RS09L80DyOfTNa,7mzrIsaAjnXihW3InKjlC3,Tim McGraw,1,232,80833100,0.58,0.491,0.425,76,C major,0
32mVHdy0bi1XKgr0ajsBlG,7mzrIsaAjnXihW3InKjlC3,Picture To Burn,2,173,105357365,0.658,0.877,0.821,106,G major,0
7zMcNqs55Mxer82bvZFkpg,7mzrIsaAjnXihW3InKjlC3,Teardrops On My Guitar - Radio Single Remix,3,203,147919759,0.621,0.417,0.289,100,A# major,0
73OX8GdpOeGzKC6OvGSbsv,7mzrIsaAjnXihW3InKjlC3,A Place in this World,4,199,22783916,0.576,0.777,0.428,115,A major,0
7an1exwMnfYRcdVQm0yDev,7mzrIsaAjnXihW3InKjlC3,Cold As You,5,239,23659750,0.418,0.482,0.261,176,F major,0
2QA3IixpRcKyOdG7XDzRgv,7mzrIsaAjnXihW3InKjlC3,The Outside,6,207,15646865,0.589,0.805,0.591,113,F major,0
6K0CJLVXqbGMeJSmJ4ENKK,7mzrIsaAjnXihW3InKjlC3,Tied Together with a Smile,7,248,18446996,0.479,0.578,0.192,146,D major,0
2ZoOmCSgj0ypVAmGd1ve4y,7mzrIsaAjnXihW3InKjlC3,Stay Beautiful,8,236,20681910,0.594,0.629,0.504,132,G# major,0
16MVSD0mGI4RMQT83Qzm69,7mzrIsaAjnXihW3InKjlC3,Should've Said No,9,242,70185019,0.476,0.777,0.472,168,E minor,0
2QrQCMel6v2JiLxqrg4p2O,7mzrIsaAjnXihW3InKjlC3,Mary's Song (Oh My My My),10,213,25453124,0.403,0.627,0.374,75,D major,0
15DeqWWQB4dcEWzJg15VrN,7mzrIsaAjnXihW3InKjlC3,Our Song,11,201,182375089,0.668,0.672,0.539,89,D major,0
0JIdBrXGSJXS72zjF9ss9u,7mzrIsaAjnXihW3InKjlC3,I'm Only Me When I'm With You,12,213,29364474,0.563,0.934,0.518,144,G# major,0
5OOd01o2YS1QFwdpVLds3r,7mzrIsaAjnXihW3InKjlC3,Invisible,13,203,20630366,0.612,0.394,0.233,96,G major,0
1spLfUJxtyVyiKKTegQ2r4,7mzrIsaAjnXihW3InKjlC3,A Perfectly Good Heart,14,220,13858072,0.483,0.751,0.268,156,E major,0
4pJi1rVt9GNegU9kywjg4z,7mzrIsaAjnXihW3InKjlC3,Teardrops on My Guitar - Pop Version,15,179,20196713,0.459,0.753,0.483,200,A# major,0
